"MachineGuid","Cleared","DateTime","Disqualified","Grade","Guid","Held","LetGo","MissedHold","LifeRemainingSeconds","MachineGuid","MaxCombo","Modifiers","Pad","PercentDP","PlayerGuid","ProductID","Air","Chaos","Fakes","Freeze","Hands","Holds","Jumps","Lifts","Mines","Notes","Rolls","Stream","TapsAndHolds","Voltage","Score","StageGuid","SurviveSeconds","AvoidMine","CheckpointHit","CheckpointMiss","HitMine","Miss","W1","W2","W3","W4","W5","Dir","Title","Difficulty","Level","StepsType","_id","_index","_score","_type"
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"bee82f61-8e14-4a95-a9df-21ca90662623",20,4,1,"0.000000",1dda8a3547c7dc6c,148,"1.5x, Overhead",33,"0.705300",3694d7d8e4a00efb,1,"0.822222","0.705357",0,"0.800000",0,20,45,0,0,"351.000000",0,"0.733146",306,"0.472825",824350,"9a7eb865-925b-476b-a2c1-aaee7718defb","122.592918",0,0,0,0,4,136,89,65,16,1,"Songs/16 DDR A/Ronron e rairairai!/","ロンロンへ ライライライ!",Medium,10,"dance-single",EjGGQWsBSsSJMY2IkRbv,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"d8211af6-166a-42c9-a7dd-3291ab4d4959",22,0,0,"0.000000",1dda8a3547c7dc6c,106,"1.5x, Overhead",33,"0.640600",3694d7d8e4a00efb,1,"1.000000","0.640600",0,"1.000000",0,22,4,0,0,"391.000000",0,"0.611386",387,"0.275359",765570,"48f03c52-952d-4b03-adc2-ca113725d594","124.690590",0,0,0,0,7,141,102,118,26,6,"Songs/16 DDR A/Houkago stride/","放課後ストライド",Medium,10,"dance-single",LjGGQWsBSsSJMY2IkxYB,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"a1c82223-84fc-4a57-a516-5cf3d942e144",21,0,0,"0.000000",1dda8a3547c7dc6c,219,"1.5x, Overhead",33,"0.749100",3694d7d8e4a00efb,1,"0.840000","0.749175",0,"1.000000",0,21,25,0,0,"305.000000",0,"0.768730",281,"0.779902",869890,"94c010b9-113d-410d-a04a-7015fee3df2e","94.875832",0,0,0,0,2,132,82,58,8,0,"Songs/16 DDR A/Youkoso Japari Park e/","ようこそジャパリパークへ",Medium,10,"dance-single",MDGGQWsBSsSJMY2IkxYQ,stepmania,,result
1dda8a3547c7dc6c,false,"May 22nd 2019, 00:00:00.000",0,Failed,"d50243d3-1666-4345-aff8-673185ca9ce1",2,0,0,"0.000000",1dda8a3547c7dc6c,65,"1.5x, Overhead",33,"0.421200",3694d7d8e4a00efb,1,"0.304348","0.421238",0,"0.500000",0,2,14,0,0,"341.000000",0,"0.411765",331,"0.131834",521260,"e822cd87-d170-47f5-a4f7-bc85db9eecc4","92.259224",0,0,0,0,19,101,95,100,31,14,"Songs/16 DDR A/Grip & Break down !!/","Grip & Break down !!",Hard,12,"dance-single",CjGGQWsBSsSJMY2IkRau,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier06,"b84be9b9-2968-47c5-a9c9-c0a683bc362c",12,2,0,"0.000000",1dda8a3547c7dc6c,58,"1.5x, Overhead",33,"0.572200",3694d7d8e4a00efb,1,"0.424658","0.572222",0,"0.857143",0,12,65,0,0,"452.000000",0,"0.551148",383,"0.135447",694300,"131f9b21-5676-427d-acdb-bed1c1f1bd4e","128.810333",0,0,0,0,14,124,100,113,44,11,"Songs/16 DDR A/Sennen no kotowari/","千年ノ理",Hard,12,"dance-single",PjGGQWsBSsSJMY2IkxaC,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"3a8fbe21-e899-4765-a8c7-b8f9d2d9a3c6",26,0,0,"0.000000",1dda8a3547c7dc6c,166,"1.5x, Overhead",33,"0.714800",3694d7d8e4a00efb,1,"0.750000","0.714879",0,"1.000000",0,26,24,0,0,"395.000000",0,"0.724311",371,"0.420190",838470,"2d91983f-b139-4d44-a004-1f56f4fd4227","129.929108",0,0,0,0,2,160,109,84,18,2,"Songs/16 DDR A/Be a Hero!/","Be a Hero!",Easy,9,"dance-single",6DGGQWsBSsSJMY2IuBkZ,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"f0b062bb-3c0e-487d-a049-c6429c35b6e1",3,0,0,"0.000000",1dda8a3547c7dc6c,90,"1.5x, Overhead",33,"0.591700",3694d7d8e4a00efb,1,"0.761905","0.591795",0,"1.000000",0,3,21,0,0,"321.000000",0,"0.603499",300,"0.271003",707740,"4932da47-13b7-4c7f-afcc-851154590715","153.947098",0,0,0,0,14,113,80,69,38,8,"Songs/16 DDR A/DDR MEGAMIX/","DDR MEGAMIX",Easy,8,"dance-single",JzGGQWsBSsSJMY2Iuhpl,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"7e1189c7-1887-4dbe-ac9a-49a33ad8951c",25,0,0,"0.000000",1dda8a3547c7dc6c,239,"1.5x, Overhead",33,"0.688800",3694d7d8e4a00efb,1,"0.612903","0.688832",0,"1.000000",0,25,62,0,0,"423.000000",0,"0.665888",364,"0.648469",812570,"fc4e4b2e-1328-4c31-a8fa-46adeed52cf4","116.352753",0,0,0,0,4,146,94,107,14,1,"Songs/16 DDR A/Plain Asia -PHQ remix-/","プレインエイジア -PHQ remix-",Medium,10,"dance-single",RTGGQWsBSsSJMY2Iuxpi,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"b90196ab-dc19-4d85-a781-f74daefd5e65",2,0,0,"0.000000",1dda8a3547c7dc6c,148,"1.5x, Overhead",33,"0.664100",3694d7d8e4a00efb,1,"0.666667","0.664170",0,"1.000000",0,2,6,0,0,"265.000000",0,"0.686347",259,"0.533915",807490,"86629301-5a8e-41c3-ab93-6a2e658e94bf","99.714584",0,0,0,0,3,98,82,68,11,3,"Songs/16 DDR A/bass 2 bass/","bass 2 bass",Medium,9,"dance-single",SDGGQWsBSsSJMY2Iuxp6,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"6c1c768b-f080-4a41-a3c4-875d015b431c",4,0,0,"0.000000",1dda8a3547c7dc6c,86,"1.5x, Overhead",33,"0.607100",3694d7d8e4a00efb,1,"0.731707","0.607177",0,"1.000000",0,4,39,0,0,"368.000000",0,"0.635897",329,"0.218770",738950,"aa0c6c5f-117d-4082-a471-3dc1b01b3e7a","101.971672",0,0,0,0,14,116,99,85,27,8,"Songs/16 DDR A/Help me, ERINNNNNN!!/","Help me, ERINNNNNN!!",Hard,12,"dance-single",TzGGQWsBSsSJMY2Iuxqz,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"cdbde724-4fe9-4d82-a135-d4673096eef6",30,0,0,"0.000000",1dda8a3547c7dc6c,129,"1.5x, Overhead",33,"0.640600",3694d7d8e4a00efb,1,"1.000000","0.640625",0,"1.000000",0,30,4,0,0,"346.000000",0,"0.625698",342,"0.361753",767590,"2461c806-151a-4d36-afbf-849765182f2c","128.307755",0,0,0,0,5,117,103,91,31,7,"Songs/16 DDR A/Alien Alien/","エイリアンエイリアン",Medium,9,"dance-single",ETGGQWsBSsSJMY2IuRqm,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"04e013c9-126b-48f0-af83-fbd524dd6b94",21,3,0,"0.000000",1dda8a3547c7dc6c,88,"1.5x, Overhead",33,"0.589400",3694d7d8e4a00efb,1,"0.500000","0.589491",0,"0.875000",0,21,18,0,0,"374.000000",0,"0.572500",357,"0.218857",719510,"94e2e4fd-dcfc-4e95-a00f-8f7a507ad1e4","121.032677",0,0,0,0,15,111,106,110,29,11,"Songs/16 DDR A/OurMemories/","\#OurMemories",Hard,12,"dance-single",FTGGQWsBSsSJMY2IuRrL,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier03,"c5309103-1fa7-494c-af95-4219fc7dd1bb",21,0,0,"0.000000",1dda8a3547c7dc6c,182,"1.5x, Overhead",33,"0.776100",3694d7d8e4a00efb,1,"0.764706","0.776104",0,"1.000000",0,21,17,0,0,"327.000000",0,"0.810976",310,"0.602193",900580,"f8322ad7-35f6-42ed-ae37-63649c142364","129.830048",0,0,0,0,1,153,98,55,4,0,"Songs/16 DDR A/ACE FOR ACES/",,Easy,,"dance-single",TDGGQWsBSsSJMY2IuxqZ,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier03,"9293c96c-46c6-4c61-af99-807c74318f18",20,0,0,"0.000000",1dda8a3547c7dc6c,208,"1.5x, Overhead",33,"0.818800",3694d7d8e4a00efb,1,"0.833333","0.818868",0,"1.000000",0,20,23,0,0,"268.000000",0,"0.855019",244,"0.866885",927270,"ee3bdbe6-94ea-48b0-af00-981b4a806b91","123.472076",0,0,0,0,1,139,71,32,2,0,"Songs/16 DDR A/Exciting!! Mo-cha-cha/","エキサイティング!!も・ちゃ・ちゃ☆",Easy,8,"dance-single",UTGGQWsBSsSJMY2IuxrG,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"f927881e-2bd8-48da-a8aa-fbfc982487e9",7,0,0,"0.000000",1dda8a3547c7dc6c,172,"1.5x, Overhead",33,"0.622300",3694d7d8e4a00efb,1,"0.518519","0.622318",0,"1.000000",0,7,27,0,0,"252.000000",0,"0.612648",225,"0.771253",768970,"6713dd07-5766-4fce-abe4-fd03a206a58f","98.892212",0,0,0,0,1,69,65,77,14,0,"Songs/16 DDR A/Happy synthesizer/","ハッピーシンセサイザ",Medium,10,"dance-single",RTGGQWsBSsSJMY2Ikxa8,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"3ab54c78-4cc6-456c-a763-37e26a1d15c8",29,2,0,"0.000000",1dda8a3547c7dc6c,75,"1.5x, Overhead",33,"0.633500",3694d7d8e4a00efb,1,"0.550000","0.633518",0,"0.935484",0,29,55,0,0,"369.000000",0,"0.616368",310,"0.271852",751070,"8d245dcc-d613-4506-a45b-ee6d1acae0e6","111.651024",0,0,0,0,15,114,90,79,26,7,"Songs/16 DDR A/Love Shine wonderful mix/","Love♡Shine わんだふるmix",Hard,11,"dance-single",DTGGQWsBSsSJMY2IkRbB,stepmania,,result
1dda8a3547c7dc6c,false,"May 22nd 2019, 00:00:00.000",0,Failed,"46f2e3f3-d8c7-47fd-a8ed-b88352b04d78",0,0,0,"0.000000",1dda8a3547c7dc6c,19,"1.5x, Overhead",33,"0.067100",3694d7d8e4a00efb,1,"0.000000","0.067141",0,"0.000000",0,0,0,0,0,"62.000000",0,"0.061881",62,"0.037490",83790,"cc2517dd-abcc-428c-af7d-7c2dbd060539","30.244967",0,0,0,0,7,14,10,23,14,5,"Songs/16 DDR A/Houkago stride/","放課後ストライド",Medium,10,"dance-single",FzGGQWsBSsSJMY2IkhYX,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"a018f493-1132-43f0-ac88-f0d9847306b2",64,0,3,"0.000000",1dda8a3547c7dc6c,55,"1.5x, Overhead",33,"0.764800",3694d7d8e4a00efb,1,"0.809524","0.764840",0,"0.955224",0,64,60,0,0,"279.000000",0,"0.711806",217,"0.239012",861930,"b5ea2631-775d-4da5-a275-338fc158d18e","103.653748",0,0,0,0,6,102,64,44,6,3,"Songs/16 DDR A/Happy/",Happy,Medium,10,"dance-single",OTGGQWsBSsSJMY2IkxZW,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"d535c190-ae8f-4ecc-a029-08408fd363f8",19,0,0,"0.000000",1dda8a3547c7dc6c,83,"1.5x, Overhead",33,"0.612600",3694d7d8e4a00efb,1,"0.487179","0.612663",0,"1.000000",0,19,38,0,0,"360.000000",0,"0.579365",324,"0.238430",731470,"b8f01f4f-87c8-4472-aa67-f6a187c433b4","108.913651",0,0,0,0,10,114,82,95,32,6,"Songs/16 DDR A/Himawari sunset/","向日葵サンセット",Hard,13,"dance-single",YDGGQWsBSsSJMY2IlBaQ,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"8deb8b37-e934-488c-a53b-18ea6a208449",7,0,0,"0.000000",1dda8a3547c7dc6c,160,"1.5x, Overhead",33,"0.675900",3694d7d8e4a00efb,1,"0.791667","0.675926",0,"1.000000",0,7,48,0,0,"361.000000",0,"0.704110",314,"0.479179",820700,"3d776c23-bc50-47f8-a439-77b905e2bef3","120.149330",0,0,0,0,1,117,102,81,14,2,"Songs/16 DDR A/Bassdrop Freaks/","ベィスドロップフリークス",Medium,10,"dance-single",GzGGQWsBSsSJMY2IuhoC,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"6ccca755-1a86-444e-a094-d54004304f3a",2,0,0,"0.000000",1dda8a3547c7dc6c,172,"1.5x, Overhead",33,"0.601100",3694d7d8e4a00efb,1,"0.710526","0.601161",0,"1.000000",0,2,38,0,0,"418.000000",0,"0.616438",382,"0.434360",737840,"18edf0dd-0fa0-4a9c-a2fa-4e1050478a29","119.414314",0,0,0,0,9,128,114,107,31,11,"Songs/16 DDR A/Night of Knights/","ナイト・オブ・ナイツ",Medium,11,"dance-single",KjGGQWsBSsSJMY2IuhqF,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"7e413959-41b2-4b4d-a72c-9b8f1f0d48ff",4,1,0,"0.000000",1dda8a3547c7dc6c,99,"1.5x, Overhead",33,"0.671300",3694d7d8e4a00efb,1,"0.666667","0.671375",0,"0.800000",0,4,11,0,0,"353.000000",0,"0.675900",341,"0.288086",790680,"ff7a8a9e-420e-4b74-a9c9-ecf032528f8c","108.013557",0,0,0,0,4,148,88,81,24,4,"Songs/16 DDR A/Ha-lle-lu-jah/","Ha・lle・lu・jah",Hard,12,"dance-single",NzGGQWsBSsSJMY2IkxZJ,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier06,"95cd1d27-e925-4a82-a320-a5684f6a9002",2,0,0,"0.000000",1dda8a3547c7dc6c,41,"1.5x, Overhead",33,"0.566200",3694d7d8e4a00efb,1,"0.682927","0.566265",0,"1.000000",0,2,38,0,0,"348.000000",0,"0.557952",310,"0.139079",688100,"7e4a5820-1e22-4471-afea-c9b1d2b1f467","125.390236",0,0,0,0,6,104,80,86,39,15,"Songs/16 DDR A/Kuranogawa ondo/","倉野川音頭",Hard,11,"dance-single",PDGGQWsBSsSJMY2IkxZv,stepmania,,result
1dda8a3547c7dc6c,false,"May 22nd 2019, 00:00:00.000",0,Failed,"f3a68a23-b47b-4f74-acad-25444129e162",2,0,0,"0.000000",1dda8a3547c7dc6c,154,"1.5x, Overhead",33,"0.416300",3694d7d8e4a00efb,1,"0.130435","0.416315",0,"0.500000",0,2,10,0,0,"354.000000",0,"0.397566",344,"0.334377",513870,"0fcf5654-6962-4646-a660-be87c71de77e","94.712891",0,0,0,0,15,101,88,108,46,13,"Songs/16 DDR A/Grip & Break down !!/","Grip & Break down !!",Hard,12,"dance-single",QjGGQWsBSsSJMY2Ikxah,stepmania,,result
1dda8a3547c7dc6c,false,"May 22nd 2019, 00:00:00.000",0,Failed,"455faf6f-df51-415e-aa33-5446b6a50b79",4,0,0,"0.000000",1dda8a3547c7dc6c,36,"1.5x, Overhead",33,"0.205900",3694d7d8e4a00efb,1,"0.279070","0.205970",0,"0.137931",0,4,20,0,0,"144.000000",0,"0.209169",123,"0.132776",257460,"a32c5ede-b553-4be9-a050-1adfa7341c72","50.799606",0,0,0,0,7,30,30,45,17,13,"Songs/16 DDR A/Ishtar/",Ishtar,Medium,11,"dance-single",JTGGQWsBSsSJMY2IuhpT,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"3ac159ad-6a3d-4234-a468-66ea3cbc23bb",62,0,0,"0.000000",1dda8a3547c7dc6c,215,"1.5x, Overhead",33,"0.757400",3694d7d8e4a00efb,1,"0.697674","0.757412",0,"1.000000",0,62,43,0,0,"350.000000",0,"0.741477",307,"0.703938",865030,"acd27a62-e54a-4faf-a4a3-a122762329f0","129.671494",0,0,0,0,1,138,88,67,14,1,"Songs/16 DDR A/Cirno's Perfect Math Class/","チルノのパーフェクトさんすう教室",Medium,10,"dance-single",KDGGQWsBSsSJMY2Iuhpz,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier05,"6fd357c1-4014-4b3d-a58c-ef178a1a9f08",12,1,1,"0.000000",1dda8a3547c7dc6c,122,"1.5x, Overhead",33,"0.610900",3694d7d8e4a00efb,1,"0.608696","0.610992",0,"0.857143",0,12,22,0,0,"456.000000",0,"0.594538",433,"0.256283",734220,"7ef4d280-f3f7-4ca5-afd2-b03a00f931dd","147.871780",0,0,0,0,12,156,112,128,37,8,"Songs/16 DDR A/Rinnetensei/","輪廻転生",Medium,11,"dance-single",ODGGQWsBSsSJMY2Iuhr6,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"c716480b-06e7-4075-a7ad-50ee53191fb2",32,0,0,"0.000000",1dda8a3547c7dc6c,231,"1.5x, Overhead",33,"0.739500",3694d7d8e4a00efb,1,"0.735294","0.739503",0,"1.000000",0,32,34,0,0,"387.000000",0,"0.746803",353,"0.632000",860650,"590afec7-eea8-4557-ab4d-1a30da356a18","124.531189",0,0,0,0,3,160,105,77,11,1,"Songs/16 DDR A/Catch Our Fire!/","Catch Our Fire!",Easy,10,"dance-single",QTGGQWsBSsSJMY2IuxpD,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"bf837ecf-49a1-4c8f-a3cb-4222902752c4",14,0,0,"0.000000",1dda8a3547c7dc6c,120,"1.5x, Overhead",33,"0.715800",3694d7d8e4a00efb,1,"0.888889","0.715831",0,"1.000000",0,14,44,0,0,"361.000000",0,"0.737838",317,"0.391007",834720,"b471cbd9-b7d5-4d4a-a43e-2b8683157360","123.511292",0,0,0,0,3,147,89,67,14,5,"Songs/16 DDR A/Exciting!! Mo-cha-cha/","エキサイティング!!も・ちゃ・ちゃ☆",Medium,11,"dance-single",8DGGQWsBSsSJMY2IuBlf,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"d976156c-5c19-4d85-a950-501a2761cc40",5,0,0,"0.000000",1dda8a3547c7dc6c,80,"1.5x, Overhead",33,"0.696700",3694d7d8e4a00efb,1,"0.866667","0.696742",0,"1.000000",0,5,15,0,0,"269.000000",0,"0.717391",254,"0.300182",812730,"e90789bb-dbc3-4eb4-a2ab-911f897d3289","108.031097",0,0,0,0,3,118,69,49,18,4,"Songs/16 DDR A/Ha-lle-lu-jah/","Ha・lle・lu・jah",Medium,9,"dance-single",GTGGQWsBSsSJMY2IkhY0,stepmania,,result
1dda8a3547c7dc6c,true,"May 22nd 2019, 00:00:00.000",0,Tier04,"18bcb2ae-e78a-4c46-a1fb-a119e9d696cf",4,1,0,"0.000000",1dda8a3547c7dc6c,162,"1.5x, Overhead",33,"0.736600",3694d7d8e4a00efb,1,"0.821429","0.736655",0,"0.800000",0,4,28,0,0,"299.000000",0,"0.773026",271,"0.577504",856370,"d9b4dd21-79f8-48b0-a89a-3b8104826f53","101.993553",0,0,0,0,2,135,76,52,8,3,"Songs/16 DDR A/Help me, ERINNNNNN!!/","Help me, ERINNNNNN!!",Medium,9,"dance-single",HjGGQWsBSsSJMY2IkhZr,stepmania,,result
1dda8a3547c7dc6c,true,"May 21st 2019, 00:00:00.000",0,Tier04,"3ec24329-3221-466e-a8a5-a58670bb4dcf",30,0,0,"0.000000",1dda8a3547c7dc6c,284,"1.25x, Overhead",33,"0.712600",3694d7d8e4a00efb,1,"1.000000","0.712674",0,"1.000000",0,30,4,0,0,"356.000000",0,"0.703911",352,"0.806752",849480,"e1285a7a-b579-45fa-aeb8-eaddec559eff","128.051102",0,0,0,0,1,137,112,96,7,1,"Songs/16 DDR A/Alien Alien/","エイリアンエイリアン",Medium,9,"dance-single",YDGGQWsBSsSJMY2IvBpG,stepmania,,result
1dda8a3547c7dc6c,false,"May 21st 2019, 00:00:00.000",0,Failed,"24cc9e6f-ee49-469a-aabe-1bafa0a3aea3",0,0,0,"0.000000",1dda8a3547c7dc6c,11,"1.25x, Overhead",33,"0.023600",3694d7d8e4a00efb,1,"0.000000","0.023697",0,"0.000000",0,0,0,0,0,"20.000000",0,"0.029703",20,"0.020586",29530,"d9544d97-ab96-41c4-ad28-ad89936b0c8c","20.026134",0,0,0,0,5,5,6,3,4,5,"Songs/16 DDR A/Houkago stride/","放課後ストライド",Medium,10,"dance-single",ZDGGQWsBSsSJMY2IvBpl,stepmania,,result
1dda8a3547c7dc6c,true,"May 21st 2019, 00:00:00.000",0,Tier04,"c1b77f46-13b4-440d-aa5d-f92db3b03aaa",11,0,0,"0.000000",1dda8a3547c7dc6c,110,"1.25x, Overhead",33,"0.730800",3694d7d8e4a00efb,1,"0.833333","0.730864",0,"1.000000",0,11,18,0,0,"269.000000",0,"0.776173",251,"0.463884",856170,"769ba4f2-e81a-4d6a-a42f-352970ad983a","114.955498",0,0,0,0,7,118,81,43,9,1,"Songs/16 DDR A/Happy koi lovely time!!/","ハピ恋☆らぶりぃタイム!!",Medium,8,"dance-single",eDGGQWsBSsSJMY2IlRZS,stepmania,,result
1dda8a3547c7dc6c,true,"May 21st 2019, 00:00:00.000",0,Tier04,"06752020-6a6f-44fb-a70c-1ab8f9940636",0,0,0,"0.000000",1dda8a3547c7dc6c,181,"1.25x, Overhead",33,"0.700600",3694d7d8e4a00efb,1,"0.657895","0.700617",0,"0.000000",0,0,38,0,0,"252.000000",0,"0.720472",214,"0.865155",848280,"bcf75464-a7cc-4709-a9f0-84c93e64c0a8","99.116928",0,0,0,0,0,87,67,59,1,2,"Songs/04 4thMIX/BOYS (EURO MIX)/","BOYS (EURO MIX)",Medium,6,"dance-single",XzGGQWsBSsSJMY2IlBaL,stepmania,,result
1dda8a3547c7dc6c,true,"May 21st 2019, 00:00:00.000",0,Tier03,"715b0786-9176-4507-a5df-32acfaac6790",20,0,0,"0.000000",1dda8a3547c7dc6c,168,"1.25x, Overhead",33,"0.801200",3694d7d8e4a00efb,1,"0.833333","0.801258",0,"1.000000",0,20,23,0,0,"268.000000",0,"0.869888",244,"0.667884",930910,"b8e0e893-93c0-488f-a0d7-fa5794cf063c","123.531906",0,0,0,0,1,123,91,26,4,0,"Songs/16 DDR A/Exciting!! Mo-cha-cha/","エキサイティング!!も・ちゃ・ちゃ☆",Easy,8,"dance-single",YzGGQWsBSsSJMY2IlBaq,stepmania,,result
1dda8a3547c7dc6c,true,"May 21st 2019, 00:00:00.000",0,Tier04,"bd70460d-e36a-4fd6-adf9-c6c2559ec2fc",23,0,1,"0.000000",1dda8a3547c7dc6c,159,"1.5x, Overhead",33,"0.740100",3694d7d8e4a00efb,1,"0.600000","0.740177",0,"0.958333",0,23,29,0,0,"263.000000",0,"0.765799",233,"0.640644",867580,"e926b886-b7a3-4d0f-ad09-5236f8bc26e0","108.914169",0,0,0,0,3,104,79,45,5,3,"Songs/16 DDR A/Himawari sunset/","向日葵サンセット",Medium,10,"dance-single",ezGGQWsBSsSJMY2IvRpT,stepmania,,result
1dda8a3547c7dc6c,true,"May 21st 2019, 00:00:00.000",0,Tier03,"a764d3d4-3d04-4d98-a914-7b45fd9f0110",49,0,0,"0.000000",1dda8a3547c7dc6c,191,"1.25x, Overhead",33,"0.795800",3694d7d8e4a00efb,1,"0.896552","0.795858",0,"1.000000",0,49,28,0,0,"317.000000",0,"0.820755",288,"0.597222",906920,"a15a709d-5dbe-465b-a163-f724589b7e3f","124.892242",0,0,0,0,1,144,92,44,8,0,"Songs/16 DDR A/Bad Apple!! feat. nomico/","Bad Apple!! feat. nomico",Medium,8,"dance-single",6DGGQWsBSsSJMY2IkBVN,stepmania,,result
1dda8a3547c7dc6c,true,"May 21st 2019, 00:00:00.000",0,Tier04,"311e99fb-91a0-44f9-af95-dd3c2d8264d5",12,0,1,"0.000000",1dda8a3547c7dc6c,141,"1.25x, Overhead",33,"0.699400",3694d7d8e4a00efb,1,"0.600000","0.699427",0,"0.923077",0,12,32,0,0,"415.000000",0,"0.710956",382,"0.356538",822400,"7070cec5-2b78-4d7d-a7b8-253e2aef1231","140.652252",0,0,0,0,9,171,113,79,18,4,"Songs/16 DDR A/Hatsune Miku no shoushitsu/","初音ミクの消失",Medium,10,"dance-single",6jGGQWsBSsSJMY2IkBVw,stepmania,,result
1dda8a3547c7dc6c,false,"May 21st 2019, 00:00:00.000",0,Failed,"aaf21260-384f-4d1e-abdc-33ac200135a6",8,0,0,"0.000000",1dda8a3547c7dc6c,71,"1.25x, Overhead",33,"0.204500",3694d7d8e4a00efb,1,"0.090909","0.204581",0,"0.500000",0,8,5,0,0,"140.000000",0,"0.195556",133,"0.201670",249280,"8996c00a-4825-4a40-a8b2-37b04846b04c","53.203003",0,0,0,0,11,40,43,29,21,9,"Songs/15 DDR 2014/Bamboo Sword Girl/","バンブーソード・ガール",Medium,11,"dance-single",ZjGGQWsBSsSJMY2IlBbA,stepmania,,result
1dda8a3547c7dc6c,true,"May 21st 2019, 00:00:00.000",0,Tier04,"1d1cbef9-32d2-438f-ac4a-4c205199457d",2,0,0,"0.000000",1dda8a3547c7dc6c,157,"1.5x, Overhead",33,"0.670800",3694d7d8e4a00efb,1,"0.789474","0.670813",0,"1.000000",0,2,37,0,0,"426.000000",0,"0.698630",389,"0.403798",798980,"8bf6b91c-939f-4153-ab14-c9defa2cf4e2","119.412483",0,0,0,0,5,163,112,90,23,7,"Songs/16 DDR A/Night of Knights/","ナイト・オブ・ナイツ",Medium,11,"dance-single",cTGGQWsBSsSJMY2IlRYX,stepmania,,result
1dda8a3547c7dc6c,true,"May 21st 2019, 00:00:00.000",0,Tier03,"2396e88a-7400-4e58-a105-6fff3b98a51b",17,0,0,"0.000000",1dda8a3547c7dc6c,153,"1.5x, Overhead",33,"0.798000",3694d7d8e4a00efb,1,"0.400000","0.798039",0,"1.000000",0,17,5,0,0,"158.000000",0,"0.803797",153,"1.000000",908110,"f61684a5-1e17-48e9-a57a-d7847c2858da","110.772423",0,0,0,0,0,81,42,29,1,0,"Songs/16 DDR A/Ishtar/",Ishtar,Easy,5,"dance-single",zTGGQWsBSsSJMY2IrBjP,stepmania,,result
1dda8a3547c7dc6c,false,"May 21st 2019, 00:00:00.000",0,Failed,"f7715ff9-e7b6-409c-a931-9961d770f034",5,0,0,"0.000000",1dda8a3547c7dc6c,34,"1.5x, Overhead",33,"0.164800",3694d7d8e4a00efb,1,"0.000000","0.164804",0,"0.263158",0,5,1,0,0,"105.000000",0,"0.121693",104,"0.101984",200520,"81307d86-d4b8-4db4-a1a9-05e46021224b","42.164783",0,0,0,0,10,28,18,42,14,5,"Songs/16 DDR A/Himawari sunset/","向日葵サンセット",Hard,13,"dance-single",8jGGQWsBSsSJMY2IuBlv,stepmania,,result
