"MachineGuid","Cleared","DateTime","Disqualified","Grade","Guid","Held","LetGo","MissedHold","LifeRemainingSeconds","MachineGuid","MaxCombo","Modifiers","Pad","PercentDP","PlayerGuid","ProductID","Air","Chaos","Fakes","Freeze","Hands","Holds","Jumps","Lifts","Mines","Notes","Rolls","Stream","TapsAndHolds","Voltage","Score","StageGuid","SurviveSeconds","AvoidMine","CheckpointHit","CheckpointMiss","HitMine","Miss","W1","W2","W3","W4","W5","Dir","Title","Difficulty","Level","StepsType","_id","_index","_score","_type"
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier04,"01b9d5ec-941d-47ba-afdb-63c59bdae190",4,0,0,"0.000000",1dda8a3547c7dc6c,86,"1.75x, Overhead",33,"0.673100",3694d7d8e4a00efb,1,"0.700000","0.673139",0,"1.000000",0,4,29,0,0,"429.000000",0,"0.682648",399,"0.213470",808480,"56b6ecdb-18e7-48b1-aff3-2429a3aa4feb","115.312775",0,0,0,0,6,160,120,100,19,3,"Songs/16 DDR A/Roshin yuukai/","炉心融解",Hard,12,"dance-single",0TGGQWsBSsSJMY2IjRUW,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier05,"ad0ac4c1-6141-4ab1-aedf-d0c0c05b9c9f",0,0,0,"0.000000",1dda8a3547c7dc6c,175,"1.5x, Overhead",33,"0.633000",3694d7d8e4a00efb,1,"0.727273","0.633010",0,"0.000000",0,0,11,0,0,"513.000000",0,"0.640684",502,"0.342478",775670,"12699c09-4ea9-4fb4-a1e4-d078f1236294","134.609039",0,0,0,0,6,176,153,144,29,7,"Songs/16 DDR A/Lost one no goukoku/","ロストワンの号哭",Hard,12,"dance-single",ejGGQWsBSsSJMY2IlRZh,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier05,"a385af58-8674-41d7-a95f-cd63a57b7715",7,0,0,"0.000000",1dda8a3547c7dc6c,71,"1.5x, Overhead",33,"0.571700",3694d7d8e4a00efb,1,"0.600000","0.571795",0,"1.000000",0,7,20,0,0,"500.000000",0,"0.553471",481,"0.140338",699160,"bbb59ab6-ff89-4a23-aca7-656c5af8e46d","130.429001",0,0,0,0,18,155,130,146,49,15,"Songs/16 DDR A/Cirno's Perfect Math Class (EDM REMIX)/","チルノのパーフェクトさんすう教室 (EDM REMIX)",Hard,13,"dance-single",gzGGQWsBSsSJMY2IlRaw,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"bec5c9ac-0739-4a71-ad11-2068df93ecfd",3,0,0,"0.000000",1dda8a3547c7dc6c,40,"1.5x, Overhead",33,"0.173500",3694d7d8e4a00efb,1,"0.145161","0.173582",0,"1.000000",0,3,19,0,0,"147.000000",0,"0.182994",128,"0.095667",210940,"81dd5a9d-8e32-4f2d-aac8-4606afc5e2ac","42.883453",0,0,0,0,12,44,42,26,15,8,"Songs/16 DDR A/Sakura Reflection/","Sakura Reflection",Hard,15,"dance-single",hTGGQWsBSsSJMY2IlRbA,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"1271df86-de35-4d06-a2b7-69a0de57243b",7,0,0,"0.000000",1dda8a3547c7dc6c,27,"1.25x, Overhead",33,"0.099100",3694d7d8e4a00efb,1,"0.121212","0.099165",0,"0.259259",0,7,6,0,0,"100.000000",0,"0.091971",95,"0.055821",117290,"abcff3a3-34ab-4607-ada3-90a00bf5d910","31.145628",0,0,0,0,10,35,23,30,6,6,"Songs/16 DDR A/Koisuru uchuu sensou!!/","恋する☆宇宙戦争っ!!",Hard,14,"dance-single",BTGGQWsBSsSJMY2IkRaC,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"ac3779a1-4273-4c9e-a30f-3a137b5221e2",7,1,0,"0.000000",1dda8a3547c7dc6c,50,"1.25x, Overhead",33,"0.133500",3694d7d8e4a00efb,1,"0.151515","0.133530",0,"0.259259",0,7,8,0,0,"168.000000",0,"0.122628",159,"0.092999",166190,"da2f961a-5cfd-4709-ab21-aa142e2e9a8c","41.904194",0,0,0,0,14,38,40,57,22,5,"Songs/16 DDR A/Koisuru uchuu sensou!!/","恋する☆宇宙戦争っ!!",Hard,14,"dance-single","WjGGQWsBSsSJMY2Ishl_",stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier05,"7a78b28c-f262-40ce-ab42-b8df8ae86a5d",5,0,0,"0.000000",1dda8a3547c7dc6c,110,"1.75x, Overhead",33,"0.653500",3694d7d8e4a00efb,1,"0.575758","0.653543",0,"1.000000",0,5,30,0,0,"271.000000",0,"0.666667",240,"0.431003",793890,"b65e74f1-ac32-42e1-aeef-e6e9f84cc9e7","98.975082",0,0,0,0,5,89,77,62,11,5,"Songs/90 MUSIC FIT/Sosei no Akuerion/","創聖のアクエリオン",Hard,10,"dance-single",5zGGQWsBSsSJMY2IuBkW,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"d1a4b848-4cfc-40a4-a7b6-663dd6fa2368",5,0,0,"0.000000",1dda8a3547c7dc6c,37,"1.25x, Overhead",33,"0.046100",3694d7d8e4a00efb,1,"0.116883","0.046127",0,"0.185185",0,5,14,0,0,"68.000000",0,"0.044118",52,"0.088148",53900,"2dcecbca-f82a-40c5-a6c6-65db360b0e21","23.525486",0,0,0,0,8,19,9,19,5,4,"Songs/16 DDR A/Koisuru uchuu sensou!!/","恋する☆宇宙戦争っ!!",Challenge,17,"dance-single",9jGGQWsBSsSJMY2IuBmS,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier04,"f157eb7e-eb82-4e38-ae83-7b0403719b5c",13,1,0,"0.000000",1dda8a3547c7dc6c,174,"1.75x, Overhead",33,"0.743600",3694d7d8e4a00efb,1,"0.753425","0.743651",0,"0.928571",0,13,70,0,0,"473.000000",0,"0.778706",400,"0.432899",870640,"7f893ea3-774b-401f-a87d-5084d9b00593","128.731796",0,0,0,0,1,191,127,71,11,5,"Songs/16 DDR A/Sennen no kotowari/","千年ノ理",Hard,12,"dance-single",TjGGQWsBSsSJMY2Iuxqr,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"ae5d73a4-f6a7-4f38-a115-acb1917c88a2",7,0,0,"0.000000",1dda8a3547c7dc6c,166,"4Lives, 1.25x, Overhead",33,"0.453800",3694d7d8e4a00efb,1,"0.500000","0.453823",0,"0.583333",0,7,20,0,0,"349.000000",0,"0.467257",330,"0.335682",530480,"5b1a1f6a-571e-420c-a8bf-a4ce07acd0ab","94.195190",0,0,0,0,2,155,93,70,12,2,"Songs/16 DDR A/Hatsune Miku no shoushitsu/","初音ミクの消失",Hard,13,"dance-single",XTGGQWsBSsSJMY2Ishmc,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"c42fa7a1-4db2-461d-ac05-a4e84d58d78f",0,0,0,"0.000000",1dda8a3547c7dc6c,84,"1.75x, Overhead",33,"0.359500",3694d7d8e4a00efb,1,"0.125000","0.359557",0,"0.000000",0,0,3,0,0,"323.000000",0,"0.365854",320,"0.137309",437860,"b344468f-65fd-4753-a913-06afd3c1eb2c","77.198814",0,0,0,0,12,114,92,91,21,16,"Songs/16 DDR A/Kurokami midareshi shura to narite ~Rin edition~/","黒髪乱れし修羅となりて～凛edition～",Hard,14,"dance-single",bzGGQWsBSsSJMY2Isxkq,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"a3b5ca1c-795f-4c22-aa72-a57fe59e0359",2,0,0,"0.000000",1dda8a3547c7dc6c,250,"4Lives, 1.5x, Overhead",33,"0.367000",3694d7d8e4a00efb,1,"0.260870","0.367089",0,"0.500000",0,2,10,0,0,"270.000000",0,"0.365112",259,"0.545955",438480,"f891c320-7221-4e2b-a346-462af1f074c2","71.837837",0,0,0,0,2,103,68,71,17,2,"Songs/16 DDR A/Grip & Break down !!/","Grip & Break down !!",Hard,12,"dance-single",2DGGQWsBSsSJMY2IjhX6,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier05,"6046a6bf-4276-4af6-aeae-5fd9051672b7",6,0,0,"0.000000",1dda8a3547c7dc6c,91,"1.5x, Overhead",33,"0.648600",3694d7d8e4a00efb,1,"0.677419","0.648623",0,"1.000000",0,6,30,0,0,"363.000000",0,"0.662234",332,"0.241900",790050,"23f71e50-14f7-4f54-a71e-52213283f16a","95.455795",0,0,0,0,5,121,105,92,14,8,"Songs/14 DDR 2013/Orion wo nazoru/","オリオンをなぞる",Challenge,12,"dance-single",azGGQWsBSsSJMY2IlBbq,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"9738827e-1a35-4b82-a3a8-103670f2048f",7,0,0,"0.000000",1dda8a3547c7dc6c,52,"1.5x, Overhead",33,"0.389000",3694d7d8e4a00efb,1,"0.283784","0.389002",0,"0.777778",0,7,38,0,0,"342.000000",0,"0.381295",300,"0.089510",469860,"37809243-c23d-4605-af6f-0ebb2ad434eb","82.496201",0,0,0,0,20,103,80,84,31,11,"Songs/16 DDR A/Plain Asia -PHQ remix-/","プレインエイジア -PHQ remix-",Hard,13,"dance-single",ezGGQWsBSsSJMY2IlRZy,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"86ced3a8-8b33-4e58-a9d3-a89a9f117380",8,0,0,"0.000000",1dda8a3547c7dc6c,37,"1.5x, Overhead",33,"0.190200",3694d7d8e4a00efb,1,"0.085366","0.190275",0,"0.250000",0,8,15,0,0,"164.000000",0,"0.168260",146,"0.077320",231720,"db3d3d27-c65e-4a15-a8fc-285888335836","44.422222",0,0,0,0,12,42,36,48,19,7,"Songs/16 DDR A/Love Shine wonderful mix/","Love♡Shine わんだふるmix",Challenge,14,"dance-single",iDGGQWsBSsSJMY2IlRbQ,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"68ea614a-9ad7-4460-a04d-850a1705a96d",0,0,0,"0.000000",1dda8a3547c7dc6c,82,"1.5x, Overhead",33,"0.198500",3694d7d8e4a00efb,1,"0.031250","0.198566",0,"0.000000",0,0,4,0,0,"154.000000",0,"0.200828",150,"0.156686",244300,"9cbf20da-61fe-4e9e-a558-063a14b68984","50.103130",0,0,0,0,13,50,44,42,13,5,"Songs/16 DDR A/StrayedCatz/",StrayedCatz,Hard,13,"dance-single",nTGGQWsBSsSJMY2IlhaL,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier04,"cefd2495-e005-4117-ad2c-5f540e053f0e",14,0,0,"0.000000",1dda8a3547c7dc6c,307,"4Lives, 1.25x, Overhead",33,"0.704000",3694d7d8e4a00efb,1,"0.777778","0.704031",0,"1.000000",0,14,45,0,0,"369.000000",0,"0.708108",324,"0.964181",843250,"b4ce4352-055b-4c58-a78c-31ebc15616c9","123.413231",0,0,0,0,0,129,99,89,7,1,"Songs/16 DDR A/Exciting!! Mo-cha-cha/","エキサイティング!!も・ちゃ・ちゃ☆",Medium,11,"dance-single",qTGGQWsBSsSJMY2Ilhb2,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier05,"e9d34c14-137c-4d76-aa65-b5a12f266112",19,0,0,"0.000000",1dda8a3547c7dc6c,84,"1.5x, Overhead",33,"0.603800",3694d7d8e4a00efb,1,"0.555556","0.603804",0,"1.000000",0,19,17,0,0,"594.000000",0,"0.601587",577,"0.128824",733630,"3f15df74-baff-4c92-ab99-abbdc0108d3b","147.771301",0,0,0,0,20,194,174,156,53,15,"Songs/16 DDR A/Rinnetensei/","輪廻転生",Hard,13,"dance-single",0jGGQWsBSsSJMY2IjRUe,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier05,"1a648a6a-530d-4230-ad8c-cee9fde4b183",13,0,0,"0.000000",1dda8a3547c7dc6c,102,"1.75x, Overhead",33,"0.613400",3694d7d8e4a00efb,1,"0.717949","0.613475",0,"1.000000",0,13,39,0,0,"655.000000",0,"0.618421",616,"0.162855",750160,"119bc4ea-a1cb-4d68-a201-404821f28db1","151.105331",0,0,0,0,18,206,190,174,46,11,"Songs/16 DDR A/Nou shou sakuretsu girl/","脳漿炸裂ガール",Challenge,14,"dance-single",1jGGQWsBSsSJMY2IjhXl,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"5473cef8-68be-43eb-acf8-a53bcca8f2e0",23,0,1,"0.000000",1dda8a3547c7dc6c,74,"1.5x, Overhead",33,"0.479200",3694d7d8e4a00efb,1,"0.548781","0.479211",0,"0.718750",0,23,56,0,0,"363.000000",0,"0.468451",311,"0.220832",568050,"8e5fce2d-0ecd-422a-a9a7-eaaa9cd58a30","86.399147",0,0,0,0,23,118,85,87,17,9,"Songs/16 DDR A/Love Shine wonderful mix/","Love♡Shine わんだふるmix",Challenge,14,"dance-single",5DGGQWsBSsSJMY2IjxVs,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier04,"aa084329-f90d-4159-aea4-accbfa7ef24d",7,0,0,"0.000000",1dda8a3547c7dc6c,78,"1.5x, Overhead",33,"0.672100",3694d7d8e4a00efb,1,"0.416667","0.672116",0,"1.000000",0,7,21,0,0,"367.000000",0,"0.684896",344,"0.215026",803330,"75039491-fa30-4c5a-a7ec-18ed31b21d8c","94.796837",0,0,0,0,11,142,108,77,16,6,"Songs/16 DDR A/Kunshi ayauku mo chikou yore/","君氏危うくも近うよれ",Hard,12,"dance-single",mjGGQWsBSsSJMY2IlhZq,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"7badbc45-ad73-41bf-a8d2-0e1b3305f416",0,0,0,"0.000000",1dda8a3547c7dc6c,27,"1.25x, Overhead",33,"0.070700",3694d7d8e4a00efb,1,"0.000000","0.070789",0,"0.000000",0,0,3,0,0,"98.000000",0,"0.068653",96,"0.027234",90770,"bff11b54-42c4-4ecf-a377-4f62667bca2d","25.525864",0,0,0,0,10,22,29,34,10,4,"Songs/16 DDR A/Hatsune Miku no shoushitsu/","初音ミクの消失",Challenge,15,"dance-single","YjGGQWsBSsSJMY2Ishm_",stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"b01d6cc9-d0c3-44a6-aef8-eba590525f86",9,1,0,"0.000000",1dda8a3547c7dc6c,30,"1.75x, Overhead",33,"0.236000",3694d7d8e4a00efb,1,"0.158537","0.236082",0,"0.281250",0,9,17,0,0,"177.000000",0,"0.219885",159,"0.072948",282410,"f277e515-e3f9-42af-a482-c558028ce1c3","46.301338",0,0,0,0,14,58,45,45,9,5,"Songs/16 DDR A/Love Shine wonderful mix/","Love♡Shine わんだふるmix",Challenge,14,"dance-single",0jGGQWsBSsSJMY2Itxka,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"340a7a01-a0aa-420b-a223-72b64242202e",3,0,0,"0.000000",1dda8a3547c7dc6c,147,"4Lives, 2x, Overhead",33,"0.501400",3694d7d8e4a00efb,1,"0.578947","0.501433",0,"0.600000",0,3,12,0,0,"252.000000",0,"0.531680",240,"0.433859",599010,"2b73038a-5469-4ea7-ae30-be2c254375ad","72.197296",0,0,0,0,1,103,79,49,9,3,"Songs/16 DDR A/Happy synthesizer/","ハッピーシンセサイザ",Hard,13,"dance-single",4jGGQWsBSsSJMY2Itxnk,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"af46fd0d-f67c-444b-ad33-1193bc1de6a2",0,0,0,"0.000000",1dda8a3547c7dc6c,35,Overhead,33,"0.043500",3694d7d8e4a00efb,1,"0.000000","0.043530",0,"0.000000",0,0,0,0,0,"52.000000",0,"0.041885",52,"0.067616",55180,"9c3ecf50-77e7-42a4-adf3-b7f0d6a5d50b","17.525156",0,0,0,0,8,11,13,16,10,2,"Songs/06 DDR MAX/MAX 300/","MAX 300",Hard,15,"dance-single",5jGGQWsBSsSJMY2IuBkD,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier04,"50351417-a368-4861-a3f1-c58b96079b38",21,0,0,"0.000000",1dda8a3547c7dc6c,146,"1.75x, Overhead",33,"0.698400",3694d7d8e4a00efb,1,"0.700000","0.698469",0,"1.000000",0,21,20,0,0,"273.000000",0,"0.705674",254,"0.553041",834200,"73388db5-0dc2-4bc8-a8fc-f97af6a1d937","98.151764",0,0,0,0,4,99,84,65,6,4,"Songs/90 MUSIC FIT/Sora Iro Deizu/","空色デイズ",Hard,11,"dance-single",bDGGQWsBSsSJMY2IvBqe,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"49e01931-6489-43f9-a06f-099a0ece7e23",10,1,0,"0.000000",1dda8a3547c7dc6c,42,"1.5x, Overhead",33,"0.227700",3694d7d8e4a00efb,1,"0.242424","0.227786",0,"0.370370",0,10,19,0,0,"280.000000",0,"0.216058",260,"0.057821",285490,"c27c3cf3-8e79-4eae-a4d6-345d26ad65e6","61.441017",0,0,0,0,20,64,72,98,25,4,"Songs/16 DDR A/Koisuru uchuu sensou!!/","恋する☆宇宙戦争っ!!",Hard,14,"dance-single",QzGGQWsBSsSJMY2IuxpN,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier03,"8cc56d8a-7da0-4a37-ab0d-677e80745798",4,0,0,"0.000000",1dda8a3547c7dc6c,138,"4Lives, 1.5x, Overhead",33,"0.764800",3694d7d8e4a00efb,1,"0.780488","0.764873",0,"1.000000",0,4,40,0,0,"387.000000",0,"0.830769",346,"0.394920",906140,"98b90c43-388a-4cdf-ac7b-501354ba6e16","101.912590",0,0,0,0,1,165,124,55,2,2,"Songs/16 DDR A/Help me, ERINNNNNN!!/","Help me, ERINNNNNN!!",Hard,12,"dance-single",bzGGQWsBSsSJMY2IvBq4,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier05,"cf5835e2-015d-469c-ae39-fbb059a255be",17,0,0,"0.000000",1dda8a3547c7dc6c,131,"1.5x, Overhead",33,"0.653100",3694d7d8e4a00efb,1,"0.593750","0.653105",0,"1.000000",0,17,31,0,0,"461.000000",0,"0.657676",429,"0.336736",779240,"e4d61f4e-df34-45d0-abc9-e6b55c834f2a","125.234177",0,0,0,0,14,168,126,108,27,7,"Songs/16 DDR A/Oboro/","朧",Challenge,13,"dance-single",1zGGQWsBSsSJMY2IjhXv,stepmania,,result
1dda8a3547c7dc6c,true,"June 5th 2019, 00:00:00.000",0,Tier04,"5450c4b2-7ed5-4167-a740-479e4ee275a1",16,0,0,"0.000000",1dda8a3547c7dc6c,103,"1.75x, Overhead",33,"0.699300",3694d7d8e4a00efb,1,"0.555556","0.699386",0,"1.000000",0,16,17,0,0,"313.000000",0,"0.701219",295,"0.330891",812980,"1b6d92fb-91e3-4ec6-a4f8-daa88778bde1","94.056274",0,0,0,0,6,137,81,63,14,9,"Songs/16 DDR A/More One Night/","More One Night",Challenge,12,"dance-single","-DGGQWsBSsSJMY2IkRUN",stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"d1968e53-5917-43e9-a451-31f05546cb73",0,0,0,"0.000000",1dda8a3547c7dc6c,52,Overhead,33,"0.098900",3694d7d8e4a00efb,1,"0.000000","0.098986",0,"0.000000",0,0,0,0,0,"100.000000",0,"0.089005",100,"0.093820",122840,"9a5d6475-d8fb-431b-a9af-71e270593400","24.804884",0,0,0,0,8,28,23,36,12,8,"Songs/06 DDR MAX/MAX 300/","MAX 300",Hard,15,"dance-single",TTGGQWsBSsSJMY2IshkT,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"f2e8b2fa-e237-4135-a397-7560a5a1a7f5",19,1,0,"0.000000",1dda8a3547c7dc6c,100,"4Lives, 2x, Overhead",33,"0.660000",3694d7d8e4a00efb,1,"0.812500","0.660057",0,"0.791667",0,19,16,0,0,"304.000000",0,"0.675362",288,"0.257981",773290,"6897b704-ecfb-4edb-a0bb-d3e699b54aa1","111.969994",0,0,0,0,2,135,87,63,3,1,"Songs/16 DDR A/Iro wa nio e do chirinuru wo/","色は匂へど散りぬるを",Hard,11,"dance-single",2TGGQWsBSsSJMY2Itxlh,stepmania,,result
1dda8a3547c7dc6c,false,"June 5th 2019, 00:00:00.000",0,Failed,"a858adbc-0e6b-41ba-ad5d-3722b6569b98",0,0,0,"0.000000",1dda8a3547c7dc6c,19,"1.25x, Overhead",33,"0.040300",3694d7d8e4a00efb,1,"0.000000","0.040323",0,"0.000000",0,0,0,0,0,"65.000000",0,"0.041451",65,"0.019612",53340,"4c54f15e-ddb2-430d-a7d1-a233d8331e5a","19.285614",0,0,0,0,6,12,18,24,9,6,"Songs/16 DDR A/Hatsune Miku no shoushitsu/","初音ミクの消失",Challenge,15,"dance-single",7TGGQWsBSsSJMY2IuBlD,stepmania,,result
1dda8a3547c7dc6c,true,"June 4th 2019, 00:00:00.000",0,Tier05,"1765a8c0-6820-4127-a8f0-8bc53caaa84d",20,0,0,"0.000000",1dda8a3547c7dc6c,66,"1.5x, Overhead",33,"0.608400",3694d7d8e4a00efb,1,"0.696970","0.608447",0,"1.000000",0,20,32,0,0,"289.000000",0,"0.560656",257,"0.171642",734770,"bb2f7274-f17d-4ce4-a7dd-4931a50fba56","97.855103",0,0,0,0,9,83,71,82,21,6,"Songs/16 DDR A/out of focus/","out of focus",Medium,12,"dance-single",YzGGQWsBSsSJMY2Inxch,stepmania,,result
1dda8a3547c7dc6c,true,"June 4th 2019, 00:00:00.000",0,Tier04,"742fef1e-4e8e-4877-ab59-7060a7425371",16,0,0,"0.000000",1dda8a3547c7dc6c,216,"2.5x, Overhead",33,"0.730600",3694d7d8e4a00efb,1,"0.821429","0.730603",0,"1.000000",0,16,28,0,0,"465.000000",0,"0.768908",437,"0.505465",859870,"ca8064ae-0d27-4c43-ad53-c2cf6dc40478","125.312813",0,0,0,0,6,201,146,74,16,5,"Songs/15 DDR 2014/Ayakashi kakushi/","妖隠し -あやかしかくし-",Medium,11,"dance-single",cjGGQWsBSsSJMY2Inxek,stepmania,,result
1dda8a3547c7dc6c,true,"June 4th 2019, 00:00:00.000",0,Tier05,"8da6598a-251c-4832-a411-f9cf9bd4fcc8",13,0,0,"0.000000",1dda8a3547c7dc6c,102,"1.75x, Overhead",33,"0.570900",3694d7d8e4a00efb,1,"0.564103","0.570922",0,"1.000000",0,13,37,0,0,"648.000000",0,"0.554094",609,"0.162855",697820,"b45dd149-4a24-4cb4-a494-99811b495efb","151.111160",0,0,0,0,19,191,160,195,63,17,"Songs/16 DDR A/Nou shou sakuretsu girl/","脳漿炸裂ガール",Challenge,14,"dance-single",7jGGQWsBSsSJMY2Irhg2,stepmania,,result
1dda8a3547c7dc6c,true,"June 4th 2019, 00:00:00.000",0,Tier04,"17b93200-8236-460d-ac28-43512b2c4e52",18,0,0,"0.000000",1dda8a3547c7dc6c,211,"1.75x, Overhead",33,"0.725600",3694d7d8e4a00efb,1,"0.815789","0.725655",0,"1.000000",0,18,38,0,0,"373.000000",0,"0.760638",335,"0.624295",853610,"7b119f46-b04f-471d-a32a-379fa00cf0aa","110.289795",0,0,0,0,3,148,104,69,14,0,"Songs/15 DDR 2014/starmine/",starmine,Medium,11,"dance-single",VzGGQWsBSsSJMY2InhfD,stepmania,,result
1dda8a3547c7dc6c,true,"June 4th 2019, 00:00:00.000",0,Tier04,"82c65f32-5546-4bb6-a6de-2cdba46d47e8",33,0,0,"0.000000",1dda8a3547c7dc6c,196,"1.5x, Overhead",33,"0.740100",3694d7d8e4a00efb,1,"0.823529","0.740123",0,"1.000000",0,33,17,0,0,"516.000000",0,"0.763359",499,"0.434234",865020,"e01a4bbe-3bff-4bdc-aa1b-2a86f58b0c9b","151.129105",0,0,0,0,4,229,156,101,13,4,"Songs/16 DDR A/Nou shou sakuretsu girl/","脳漿炸裂ガール",Hard,12,"dance-single",WzGGQWsBSsSJMY2Inhfi,stepmania,,result
1dda8a3547c7dc6c,true,"June 4th 2019, 00:00:00.000",0,Tier04,"ed5ff567-952c-4b3f-abb2-4a7f864c41f4",5,0,0,"0.000000",1dda8a3547c7dc6c,234,"1.5x, Overhead",33,"0.722700",3694d7d8e4a00efb,1,"0.724138","0.722749",0,"1.000000",0,5,28,0,0,"444.000000",0,"0.744395",416,"0.560274",852180,"65c1ce87-0104-41c5-a585-a0b7fde53ebc","113.973839",0,0,0,0,1,189,124,85,17,1,"Songs/15 DDR 2014/Scarlet Moon/","Scarlet Moon",Hard,12,"dance-single",XDGGQWsBSsSJMY2Inhfo,stepmania,,result
1dda8a3547c7dc6c,true,"June 4th 2019, 00:00:00.000",0,Tier05,"a60037e7-213d-4721-a6ee-fb1495c5c057",19,0,0,"0.000000",1dda8a3547c7dc6c,157,"1.25x, Overhead",33,"0.604300",3694d7d8e4a00efb,1,"0.611111","0.604332",0,"1.000000",0,19,18,0,0,"598.000000",0,"0.596825",580,"0.234885",734370,"da083d5a-bebb-4b26-aa6f-2ccaddd8cfed","147.772369",0,0,0,0,24,194,170,165,51,8,"Songs/16 DDR A/Rinnetensei/","輪廻転生",Hard,13,"dance-single",djGGQWsBSsSJMY2InxfD,stepmania,,result
1dda8a3547c7dc6c,false,"June 4th 2019, 00:00:00.000",0,Failed,"6fc340c3-fbce-4af0-a602-5a3b5ff38a5f",11,1,0,"0.000000",1dda8a3547c7dc6c,85,"1.5x, Overhead",33,"0.505300",3694d7d8e4a00efb,1,"0.500000","0.505376",0,"0.785714",0,11,30,0,0,"428.000000",0,"0.467909",402,"0.159150",614950,"575e9d1a-7c1c-4234-a0b0-10fbfce882d9","111.755005",0,0,0,0,19,120,87,139,53,20,"Songs/16 DDR A/StrayedCatz/",StrayedCatz,Hard,13,"dance-single",fjGGQWsBSsSJMY2IqRj6,stepmania,,result
1dda8a3547c7dc6c,true,"June 4th 2019, 00:00:00.000",0,Tier04,"61d61c34-4206-4842-a4c2-88d48feca97c",6,0,0,"0.000000",1dda8a3547c7dc6c,155,"1.75x, Overhead",33,"0.677700",3694d7d8e4a00efb,1,"0.375000","0.677739",0,"1.000000",0,6,8,0,0,"560.000000",0,"0.693380",552,"0.264591",805690,"f5579d39-bb24-4b66-ad7c-faad5ab1023f","128.011765",0,0,0,0,6,232,161,127,32,8,"Songs/16 DDR A/Kurokami midareshi shura to narite ~Rin edition~/","黒髪乱れし修羅となりて～凛edition～",Hard,14,"dance-single",HzGGQWsBSsSJMY2IsBlG,stepmania,,result
1dda8a3547c7dc6c,true,"June 4th 2019, 00:00:00.000",0,Tier05,"0a50a177-cea8-4f7d-affe-d90d02cc1411",14,0,1,"0.000000",1dda8a3547c7dc6c,89,"1.75x, Overhead",33,"0.631600",3694d7d8e4a00efb,1,"0.750000","0.631611",0,"0.933333",0,14,24,0,0,"520.000000",0,"0.638838",497,"0.177285",756520,"73e254bf-8b08-474c-a1f8-2152dc4f4e2c","118.692894",0,0,0,0,24,190,144,127,35,7,"Songs/16 DDR A/Role-playing game/","ロールプレイングゲーム",Hard,14,"dance-single",SDGGQWsBSsSJMY2InhdG,stepmania,,result
